,Description,UnitPrice,TotalReturned,Total$Returned,Unit_Sold,Total_Revenue,Net_Revenue,Return_Rate
249,BLUE WIRE SPIRAL CANDLE HOLDER,6.35,1,6.35,11.0,69.85,63.49999999999999,9.090909090909092
250,BLUE/CREAM STRIPE CUSHION COVER,1.25,39,48.75,558.0,697.5,648.75,6.989247311827956
251,BOHEMIAN COLLAGE STATIONERY SET,1.25,12,15.0,385.0,481.25,466.25,3.116883116883117
252,BOOZE & WOMEN GREETING CARD,0.42,2,0.84,337.0,141.54,140.7,0.5934718100890208
254,BOTANICAL GARDENS WALL CLOCK,20.8,8,166.4,172.0,3577.6000000000004,3411.2000000000003,4.651162790697675
255,BOTANICAL GARDENS WALL CLOCK,25.0,6,150.0,75.0,1875.0,1725.0,8.0
256,BOTANICAL LAVENDER BIRTHDAY CARD,0.42,12,5.04,336.0,141.12,136.08,3.571428571428571
257,BOTANICAL LILY GIFT WRAP,0.42,25,10.5,150.0,63.0,52.5,16.666666666666664
259,BOTTLE BAG RETROSPOT,2.1,8,16.8,390.0,819.0,802.2,2.051282051282051
260,BOUDOIR SQUARE TISSUE BOX,0.39,74,28.86,1689.0,658.71,629.85,4.381290704558911
261,BOUDOIR SQUARE TISSUE BOX,1.25,1,1.25,89.0,111.25,110.0,1.1235955056179776
262,BOX OF 24 COCKTAIL PARASOLS,0.42,6,2.52,4916.0,2064.72,2062.2,0.12205044751830757
263,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.25,2,8.5,225.0,956.25,947.75,0.8888888888888888
264,BOX OF 6 CHRISTMAS CAKE DECORATIONS,3.75,17,63.75,1015.0,3806.25,3742.5,1.6748768472906401
265,BOX OF 6 MINI 50'S CRACKERS,2.08,107,222.56,1308.0,2720.6400000000003,2498.0800000000004,8.180428134556575
266,BOX OF 6 MINI 50'S CRACKERS,2.49,9,22.410000000000004,1701.0,4235.49,4213.08,0.5291005291005291
267,BOX OF 6 MINI VINTAGE CRACKERS,2.08,14,29.12,1446.0,3007.68,2978.56,0.9681881051175657
268,BOX OF 6 MINI VINTAGE CRACKERS,2.49,27,67.23,1619.0,4031.31,3964.08,1.6676961087090798
269,BOX OF 9 PEBBLE CANDLES,1.95,6,11.7,340.0,663.0,651.3,1.7647058823529411
270,BOX OF VINTAGE ALPHABET BLOCKS,9.95,2,19.9,554.0,5512.3,5492.400000000001,0.36101083032490977
271,BOX OF VINTAGE ALPHABET BLOCKS,11.95,11,131.45,274.0,3274.2999999999997,3142.85,4.014598540145985
272,BOX OF VINTAGE JIGSAW BLOCKS,4.95,7,34.650000000000006,253.0,1252.35,1217.6999999999998,2.766798418972332
273,BOX OF VINTAGE JIGSAW BLOCKS,5.95,6,35.7,396.0,2356.2000000000003,2320.5000000000005,1.5151515151515151
274,BOYS VINTAGE TIN SEASIDE BUCKET,2.55,8,20.4,684.0,1744.1999999999998,1723.7999999999997,1.1695906432748537
275,BREAD BIN DINER STYLE IVORY,14.95,14,209.29999999999998,266.0,3976.7,3767.3999999999996,5.263157894736842
276,BREAD BIN DINER STYLE IVORY,16.95,22,372.9,273.0,4627.349999999999,4254.45,8.058608058608058
277,BREAD BIN DINER STYLE MINT,14.95,8,119.6,104.0,1554.8,1435.2,7.6923076923076925
278,BREAD BIN DINER STYLE MINT,16.95,4,67.8,84.0,1423.8,1356.0,4.761904761904762
279,BREAD BIN DINER STYLE PINK,14.95,1,14.95,95.0,1420.25,1405.3,1.0526315789473684
280,BREAD BIN DINER STYLE PINK,16.95,3,50.849999999999994,71.0,1203.45,1152.6000000000001,4.225352112676056
281,BREAD BIN DINER STYLE RED,14.95,8,119.6,171.0,2556.45,2436.85,4.678362573099415
282,BREAD BIN DINER STYLE RED,16.95,13,220.35,186.0,3152.7,2932.35,6.989247311827956
284,BROCANTE COAT RACK,8.5,2,17.0,25.0,212.5,195.5,8.0
285,BROCANTE COAT RACK,9.95,4,39.8,68.0,676.5999999999999,636.8,5.88235294117647
286,BROCANTE SHELF WITH HOOKS,10.75,5,53.75,119.0,1279.25,1225.5,4.201680672268908
287,BROWN CHECK CAT DOORSTOP,4.25,1,4.25,175.0,743.75,739.5,0.5714285714285714
288,BUFFALO BILL TREASURE BOOK BOX,2.25,20,45.0,384.0,864.0,819.0,5.208333333333334
289,BULL DOG BOTTLE OPENER,4.95,13,64.35,507.0,2509.65,2445.3,2.564102564102564
290,BULL DOG BOTTLE TOP WALL CLOCK,8.25,4,33.0,125.0,1031.25,998.25,3.2
291,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1.65,2,3.3,1812.0,2989.7999999999997,2986.4999999999995,0.11037527593818984
292,BUNDLE OF 3 RETRO NOTE BOOKS,1.65,3,4.949999999999999,1322.0,2181.2999999999997,2176.35,0.22692889561270801
293,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1.65,1,1.65,1013.0,1671.4499999999998,1669.7999999999997,0.09871668311944717
294,BUNNY EGG GARLAND,0.42,20,8.4,389.0,163.38,154.98,5.141388174807198
295,BUNNY WOODEN PAINTED WITH BIRD,0.85,2,1.7,518.0,440.29999999999995,438.59999999999997,0.3861003861003861
296,BUNNY WOODEN PAINTED WITH FLOWER,0.85,2,1.7,271.0,230.35,228.65,0.7380073800738007
297,BUTTERFLIES STICKERS,0.85,12,10.2,337.0,286.45,276.25,3.5608308605341246
298,BUTTERFLY HAIR BAND,2.55,6,15.3,10.0,25.5,10.2,60.0
299,BUTTON BOX,1.95,30,58.5,654.0,1275.3,1216.8,4.587155963302752
300,CABIN BAG VINTAGE PAISLEY,24.95,12,299.4,14.0,349.29999999999995,49.89999999999998,85.71428571428571
301,CABIN BAG VINTAGE RETROSPOT,29.95,2,59.9,15.0,449.25,389.35,13.333333333333334
302,CACTI T-LIGHT CANDLES,0.42,82,34.440000000000005,3137.0,1317.54,1283.1,2.6139623844437363
303,CAKE STAND 3 TIER MAGIC GARDEN,10.95,24,262.79999999999995,72.0,788.3999999999999,525.5999999999999,33.33333333333333
304,CAKE STAND 3 TIER MAGIC GARDEN,12.75,6,76.5,96.0,1224.0,1147.5,6.25
305,CAKE STAND LOVEBIRD 2 TIER PINK,9.95,1,9.95,33.0,328.34999999999997,318.4,3.0303030303030303
306,CAKE STAND LOVEBIRD 2 TIER WHITE,9.95,9,89.55,86.0,855.6999999999999,766.15,10.465116279069768
307,CAKE STAND VICTORIAN FILIGREE LARGE,8.5,2,17.0,4.0,34.0,17.0,50.0
308,CAKE STAND VICTORIAN FILIGREE MED,3.0,1,3.0,1.0,3.0,0.0,100.0
309,CAKE STAND VICTORIAN FILIGREE MED,5.95,1,5.95,36.0,214.2,208.25,2.7777777777777777
310,CAKE STAND WHITE TWO TIER LACE,8.5,2,17.0,87.0,739.5,722.5,2.2988505747126435
311,CALENDAR PAPER CUT DESIGN,2.95,2,5.9,1164.0,3433.8,3427.9,0.1718213058419244
312,CAMOUFLAGE DESIGN TEDDY,2.55,1,2.55,50.0,127.5,124.95,2.0
313,CAMOUFLAGE LED TORCH,1.69,30,50.7,1608.0,2717.52,2666.82,1.8656716417910446
314,CANDLEHOLDER PINK HANGING HEART,2.95,8,23.6,1210.0,3569.5000000000005,3545.9000000000005,0.6611570247933884
315,CANDY HEART HANGING DECORATION,0.39,1,0.39,803.0,313.17,312.78000000000003,0.12453300124533001
316,CANDY SPOT CUSHION COVER,2.95,1,2.95,24.0,70.80000000000001,67.85000000000001,4.166666666666666
317,CANDY SPOT HAND BAG,2.1,2,4.2,109.0,228.90000000000003,224.70000000000005,1.834862385321101
318,CARD BILLBOARD FONT,0.36,121,43.559999999999995,781.0,281.16,237.60000000000002,15.492957746478872
319,CARD BIRTHDAY COWBOY,0.42,12,5.04,1688.0,708.96,703.9200000000001,0.7109004739336493
320,CARD CAT AND TREE,0.42,24,10.08,1332.0,559.44,549.36,1.8018018018018018
321,CARD CHRISTMAS VILLAGE,0.42,12,5.04,2634.0,1106.28,1101.24,0.45558086560364464
322,CARD DOLLY GIRL,0.42,1,0.42,2120.0,890.4,889.98,0.04716981132075472
324,CARD HOLDER GINGHAM HEART,2.89,3,8.67,425.0,1228.25,1219.58,0.7058823529411765
325,CARD HOLDER LOVE BIRD LARGE,5.39,5,26.95,24.0,129.35999999999999,102.40999999999998,20.833333333333336
326,CARD HOLDER LOVE BIRD LARGE,6.25,7,43.75,155.0,968.75,925.0,4.516129032258064
327,CARD HOLDER LOVE BIRD SMALL,4.15,4,16.6,212.0,879.8,863.1999999999999,1.8867924528301887
328,CARD I LOVE LONDON,0.42,8,3.36,1927.0,809.34,805.98,0.4151530877010898
329,CARDHOLDER GINGHAM CHRISTMAS TREE,2.55,50,127.5,22.0,56.1,-71.4,227.27272727272728
330,CARDHOLDER GINGHAM CHRISTMAS TREE,3.25,8,26.0,251.0,815.75,789.75,3.187250996015936
331,CARDHOLDER HOLLY WREATH METAL,3.75,1,3.75,296.0,1110.0,1106.25,0.33783783783783783
332,CARNIVAL BRACELET,12.75,1,12.75,20.0,255.0,242.25,5.0
333,CAROUSEL DESIGN WASHBAG,1.95,4,7.8,45.0,87.75,79.95,8.88888888888889
334,CAT BOWL VINTAGE CREAM,3.25,6,19.5,359.0,1166.75,1147.25,1.6713091922005572
335,CERAMIC BOWL WITH LOVE HEART DESIGN,0.83,6,4.9799999999999995,439.0,364.37,359.39,1.366742596810934
336,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.95,4,11.8,160.0,472.00000000000006,460.20000000000005,2.5
337,CERAMIC CAKE BOWL + HANGING CAKES,2.55,25,63.75,288.0,734.4,670.65,8.680555555555555
338,CERAMIC CAKE BOWL + HANGING CAKES,2.95,8,23.6,206.0,607.7,584.1,3.8834951456310676
339,CERAMIC CAKE DESIGN SPOTTED MUG,1.49,15,22.35,864.0,1287.36,1265.01,1.7361111111111112
340,CERAMIC CAKE DESIGN SPOTTED PLATE,1.25,6,7.5,96.0,120.0,112.5,6.25
341,CERAMIC CAKE DESIGN SPOTTED PLATE,1.49,7,10.43,405.0,603.4499999999999,593.02,1.728395061728395
343,CERAMIC CAKE STAND + HANGING CAKES,8.5,24,204.0,232.0,1972.0,1768.0,10.344827586206897
344,CERAMIC CAKE STAND + HANGING CAKES,9.95,18,179.1,217.0,2159.15,1980.0500000000002,8.294930875576037
345,CERAMIC CHERRY CAKE MONEY BANK,1.45,9,13.05,1018.0,1476.1,1463.05,0.8840864440078585
346,CERAMIC HEART FAIRY CAKE MONEY BANK,1.25,1,1.25,288.0,360.0,358.75,0.3472222222222222
347,CERAMIC HEART FAIRY CAKE MONEY BANK,1.45,4,5.8,1064.0,1542.8,1537.0,0.37593984962406013
348,CERAMIC LOVE HEART MONEY BANK,1.45,12,17.4,103.0,149.35,131.95,11.650485436893204
349,CERAMIC PIRATE CHEST MONEY BANK,1.45,3,4.35,556.0,806.1999999999999,801.8499999999999,0.539568345323741
350,CERAMIC PLATE STRAWBERRY DESIGN,1.49,42,62.58,245.0,365.05,302.47,17.142857142857142
352,CERAMIC STRAWBERRY CAKE MONEY BANK,1.25,10,12.5,1418.0,1772.5,1760.0,0.7052186177715092
353,CERAMIC STRAWBERRY CAKE MONEY BANK,1.45,8,11.6,1465.0,2124.25,2112.65,0.5460750853242321
354,CERAMIC STRAWBERRY DESIGN MUG,1.49,22,32.78,733.0,1092.1699999999998,1059.3899999999999,3.0013642564802185
355,CERAMIC STRAWBERRY MONEY BOX,2.55,1,2.55,108.0,275.4,272.84999999999997,0.9259259259259258
357,CHARLIE & LOLA WASTEPAPER BIN BLUE,1.25,1,1.25,452.0,565.0,563.75,0.22123893805309736
358,CHARLIE + LOLA BISCUITS TINS,1.95,2,3.9,421.0,820.9499999999999,817.05,0.4750593824228029
360,CHARLIE + LOLA RED HOT WATER BOTTLE,2.95,6,17.700000000000003,270.0,796.5000000000001,778.8000000000001,2.2222222222222223
361,CHARLIE AND LOLA FIGURES TINS,1.95,5,9.75,1238.0,2414.1,2404.35,0.40387722132471726
363,CHARLIE+LOLA PINK HOT WATER BOTTLE,2.95,4,11.8,225.0,663.7500000000001,651.9500000000002,1.7777777777777777
365,CHARLOTTE BAG APPLES DESIGN,0.72,152,109.44,1300.0,936.0,826.56,11.692307692307692
366,CHARLOTTE BAG APPLES DESIGN,0.85,31,26.35,3188.0,2709.8,2683.4500000000003,0.972396486825596
367,CHARLOTTE BAG DOLLY GIRL DESIGN,0.85,11,9.35,2100.0,1785.0,1775.65,0.5238095238095238
368,CHARLOTTE BAG PINK POLKADOT,0.72,189,136.07999999999998,1940.0,1396.8,1260.72,9.742268041237114
369,CHARLOTTE BAG PINK POLKADOT,0.85,77,65.45,3160.0,2686.0,2620.55,2.4367088607594938
370,CHARLOTTE BAG SUKI DESIGN,0.72,105,75.6,2660.0,1915.2,1839.6000000000001,3.9473684210526314
371,CHARLOTTE BAG SUKI DESIGN,0.85,42,35.7,4279.0,3637.15,3601.4500000000003,0.9815377424631924
372,CHARLOTTE BAG VINTAGE ALPHABET,0.72,170,122.4,670.0,482.4,360.0,25.37313432835821
373,CHARLOTTE BAG VINTAGE ALPHABET,0.85,21,17.85,2434.0,2068.9,2051.05,0.8627773212818405
374,CHERRY BLOSSOM  DECORATIVE FLASK,3.75,14,52.5,185.0,693.75,641.25,7.567567567567568
375,CHERRY BLOSSOM DECORATIVE FLASK,3.75,7,26.25,118.0,442.5,416.25,5.932203389830509
376,CHERRY CROCHET FOOD COVER,3.75,2,7.5,154.0,577.5,570.0,1.2987012987012987
377,CHERUB HEART DECORATION GOLD,0.83,14,11.620000000000001,434.0,360.22,348.6,3.225806451612903
378,CHERUB HEART DECORATION SILVER,0.83,72,59.760000000000005,571.0,473.93,414.17,12.609457092819614
379,CHEST 7 DRAWER MA CAMPAGNE,21.95,2,43.9,9.0,197.54999999999998,153.64999999999998,22.22222222222222
380,CHEST OF DRAWERS GINGHAM HEART,16.95,6,101.69999999999999,82.0,1389.8999999999999,1288.1999999999998,7.317073170731707
381,CHICK GREY HOT WATER BOTTLE,2.95,36,106.2,244.0,719.8000000000001,613.6,14.754098360655737
382,CHICK GREY HOT WATER BOTTLE,3.45,12,41.400000000000006,382.0,1317.9,1276.5,3.1413612565445024
383,CHILDREN'S APRON DOLLY GIRL,2.1,5,10.5,866.0,1818.6,1808.1,0.5773672055427251
384,CHILDREN'S CIRCUS PARADE MUG,1.65,20,33.0,601.0,991.6499999999999,958.6499999999999,3.3277870216306153
385,CHILDREN'S SPACEBOY MUG,1.65,4,6.6,1061.0,1750.6499999999999,1744.05,0.3770028275212064
386,CHILDRENS APRON SPACEBOY DESIGN,1.95,27,52.65,1689.0,3293.5499999999997,3240.8999999999996,1.5985790408525755
387,CHILDRENS CUTLERY CIRCUS PARADE,4.15,4,16.6,277.0,1149.5500000000002,1132.9500000000003,1.444043321299639
388,CHILDRENS CUTLERY DOLLY GIRL,4.15,14,58.1,682.0,2830.3,2772.2000000000003,2.0527859237536656
389,CHILDRENS CUTLERY POLKADOT BLUE,3.75,5,18.75,600.0,2250.0,2231.25,0.8333333333333334
390,CHILDRENS CUTLERY POLKADOT BLUE,4.15,1,4.15,565.0,2344.75,2340.6,0.17699115044247787
391,CHILDRENS CUTLERY POLKADOT GREEN,3.75,10,37.5,576.0,2160.0,2122.5,1.7361111111111112
392,CHILDRENS CUTLERY POLKADOT GREEN,4.15,3,12.45,419.0,1738.8500000000001,1726.4,0.7159904534606205
393,CHILDRENS CUTLERY POLKADOT PINK,3.75,4,15.0,600.0,2250.0,2235.0,0.6666666666666667
394,CHILDRENS CUTLERY RETROSPOT RED,3.75,6,22.5,840.0,3150.0,3127.5,0.7142857142857143
395,CHILDRENS CUTLERY SPACEBOY,3.75,68,255.0,72.0,270.0,15.0,94.44444444444444
396,CHILDRENS CUTLERY SPACEBOY,4.15,11,45.650000000000006,811.0,3365.65,3320.0,1.3563501849568433
397,CHILDRENS DOLLY GIRL MUG,1.65,7,11.549999999999999,975.0,1608.7499999999998,1597.1999999999998,0.717948717948718
398,CHILDRENS TOY COOKING UTENSIL SET,1.79,2,3.58,148.0,264.91999999999996,261.34,1.3513513513513513
399,CHILDRENS TOY COOKING UTENSIL SET,2.08,15,31.200000000000003,430.0,894.4,863.1999999999999,3.488372093023256
400,CHILDS BREAKFAST SET CIRCUS PARADE,8.5,7,59.5,283.0,2405.5,2346.0,2.4734982332155475
401,CHILDS BREAKFAST SET DOLLY GIRL,8.5,75,637.5,215.0,1827.5,1190.0,34.883720930232556
402,CHILDS BREAKFAST SET DOLLY GIRL,9.95,9,89.55,227.0,2258.65,2169.1,3.9647577092511015
403,CHILDS BREAKFAST SET SPACEBOY,8.5,3,25.5,232.0,1972.0,1946.5,1.293103448275862
404,CHILDS BREAKFAST SET SPACEBOY,9.95,15,149.25,232.0,2308.4,2159.15,6.4655172413793105
405,CHILDS GARDEN FORK BLUE,0.85,12,10.2,659.0,560.15,549.9499999999999,1.8209408194233687
406,CHILDS GARDEN FORK PINK,0.85,12,10.2,688.0,584.8,574.5999999999999,1.744186046511628
407,CHILDS GARDEN SPADE PINK,2.1,2,4.2,171.0,359.1,354.90000000000003,1.1695906432748537
408,CHILLI LIGHTS,4.25,73,310.25,1714.0,7284.5,6974.25,4.2590431738623105
409,CHILLI LIGHTS,4.95,1,4.95,4612.0,22829.4,22824.45,0.02168256721595837
410,CHILLI LIGHTS,5.75,6,34.5,1133.0,6514.75,6480.25,0.529567519858782
411,CHOC TRUFFLE GOLD TRINKET POT,1.45,4,5.8,36.0,52.2,46.400000000000006,11.11111111111111
412,CHOC TRUFFLE GOLD TRINKET POT,1.65,2,3.3,217.0,358.04999999999995,354.74999999999994,0.9216589861751152
413,CHOCOLATE 1 WICK MORRIS BOX CANDLE,4.25,6,25.5,27.0,114.75,89.25,22.22222222222222
414,CHOCOLATE BOX RIBBONS,1.25,12,15.0,948.0,1185.0,1170.0,1.2658227848101267
415,CHOCOLATE HOT WATER BOTTLE,4.25,41,174.25,2436.0,10353.0,10178.75,1.6830870279146142
417,CHOCOLATE HOT WATER BOTTLE,4.95,14,69.30000000000001,2249.0,11132.550000000001,11063.250000000002,0.6224988883948421
418,CHOCOLATE THIS WAY METAL SIGN,2.1,26,54.60000000000001,1964.0,4124.400000000001,4069.8000000000006,1.3238289205702647
419,CHRISTMAS CARD SINGING ANGEL,0.42,12,5.04,360.0,151.2,146.16,3.3333333333333335
420,CHRISTMAS CRAFT LITTLE FRIENDS,2.1,44,92.4,2070.0,4347.0,4254.6,2.1256038647342996
421,CHRISTMAS CRAFT TREE TOP ANGEL,2.1,8,16.8,1581.0,3320.1,3303.2999999999997,0.5060088551549652
422,CHRISTMAS CRAFT WHITE FAIRY,1.45,11,15.95,2113.0,3063.85,3047.9,0.5205868433506862
423,CHRISTMAS GINGHAM HEART,0.72,144,103.68,144.0,103.68,0.0,100.0
424,CHRISTMAS GINGHAM STAR,0.72,144,103.68,144.0,103.68,0.0,100.0
425,CHRISTMAS GINGHAM TREE,0.85,1,0.85,1171.0,995.3499999999999,994.4999999999999,0.08539709649871904
426,CHRISTMAS HANGING STAR WITH BELL,1.25,59,73.75,310.0,387.5,313.75,19.032258064516128
427,CHRISTMAS LIGHTS 10 REINDEER,7.65,5,38.25,240.0,1836.0,1797.75,2.083333333333333
428,CHRISTMAS LIGHTS 10 REINDEER,8.5,31,263.5,728.0,6188.0,5924.5,4.258241758241758
429,CHRISTMAS LIGHTS 10 SANTAS,7.65,49,374.8500000000001,160.0,1224.0,849.1499999999999,30.625000000000004
430,CHRISTMAS LIGHTS 10 SANTAS,8.5,15,127.5,268.0,2278.0,2150.5,5.597014925373134
431,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4.25,4,17.0,517.0,2197.25,2180.25,0.7736943907156674
432,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4.95,21,103.95,700.0,3465.0000000000005,3361.0500000000006,3.0
433,CHRISTMAS METAL POSTCARD WITH BELLS,0.39,12,4.68,1829.0,713.31,708.63,0.6560962274466922
434,CHRISTMAS METAL POSTCARD WITH BELLS,1.25,1,1.25,41.0,51.25,50.0,2.4390243902439024
435,CHRISTMAS METAL TAGS ASSORTED,0.85,36,30.599999999999998,1693.0,1439.05,1408.45,2.12640283520378
436,CHRISTMAS MUSICAL ZINC STAR,0.85,24,20.4,153.0,130.04999999999998,109.64999999999998,15.686274509803921
437,CHRISTMAS MUSICAL ZINC TREE,0.85,6,5.1,91.0,77.35,72.25,6.593406593406594
438,CHRISTMAS PUDDING TRINKET POT,0.39,8,3.12,5723.0,2231.97,2228.85,0.1397868250917351
439,CHRISTMAS PUDDING TRINKET POT,1.25,7,8.75,96.0,120.0,111.25,7.291666666666667
440,CHRISTMAS PUDDING TRINKET POT,1.45,3,4.35,245.0,355.25,350.9,1.2244897959183674
441,CHRISTMAS RETROSPOT ANGEL WOOD,0.85,1,0.85,1092.0,928.1999999999999,927.3499999999999,0.09157509157509157
442,CHRISTMAS RETROSPOT STAR WOOD,0.85,28,23.799999999999997,1197.0,1017.4499999999999,993.65,2.3391812865497075
443,CHRISTMAS RETROSPOT TREE WOOD,0.85,13,11.049999999999999,1049.0,891.65,880.6,1.2392755004766445
444,CHRISTMAS STAR WISH LIST CHALKBOARD,1.25,24,30.0,2303.0,2878.75,2848.75,1.0421189752496742
445,CHRISTMAS TOILET ROLL,1.06,36,38.16,2182.0,2312.92,2274.76,1.6498625114573784
446,CHRISTMAS TOILET ROLL,1.25,3,3.75,781.0,976.25,972.5,0.3841229193341869
447,CHRISTMAS TREE DECORATION WITH BELL,0.42,36,15.12,457.0,191.94,176.82,7.87746170678337
448,CHRISTMAS TREE HANGING GOLD,0.83,12,9.96,506.0,419.98,410.02000000000004,2.371541501976284
449,CHRISTMAS TREE HEART DECORATION,0.42,1,0.42,985.0,413.7,413.28,0.10152284263959391
450,CHRISTMAS TREE PAINTED ZINC,0.19,7,1.33,1435.0,272.65,271.32,0.4878048780487805
451,CHRISTMAS TREE PAINTED ZINC,0.65,24,15.6,36.0,23.400000000000002,7.8000000000000025,66.66666666666666
452,CHUNKY SILVER NECKLACE PASTEL FLOWE,9.95,2,19.9,21.0,208.95,189.04999999999998,9.523809523809524
453,CINAMMON & ORANGE WREATH,6.75,5,33.75,61.0,411.75,378.0,8.19672131147541
454,CINAMMON SET OF 9 T-LIGHTS,0.85,11,9.35,587.0,498.95,489.59999999999997,1.8739352640545146
455,CINDERELLA CHANDELIER,10.0,48,480.0,180.0,1800.0,1320.0,26.666666666666668
456,CINDERELLA CHANDELIER,41.75,4,167.0,8.0,334.0,167.0,50.0
457,CINDERELLA CHANDELIER,49.95,7,349.65000000000003,16.0,799.2,449.55,43.75
458,CIRCUS PARADE BABY GIFT SET,16.95,3,50.849999999999994,61.0,1033.95,983.1,4.918032786885246
459,CIRCUS PARADE CHILDRENS EGG CUP,1.25,36,45.0,668.0,835.0,790.0,5.389221556886228
460,CIRCUS PARADE LUNCH BOX,1.95,32,62.4,893.0,1741.35,1678.9499999999998,3.5834266517357225
461,CITRONELLA CANDLE FLOWERPOT,1.85,5,9.25,96.0,177.60000000000002,168.35000000000002,5.208333333333334
462,CITRONELLA CANDLE FLOWERPOT,2.1,11,23.1,549.0,1152.9,1129.8000000000002,2.0036429872495445
463,CITRONELLA CANDLE GARDEN POT,1.25,20,25.0,1049.0,1311.25,1286.25,1.9065776930409915
464,CLASSIC CAFE SUGAR DISPENSER,1.04,9,9.36,1180.0,1227.1999999999998,1217.84,0.7627118644067797
465,CLASSIC CAFE SUGAR DISPENSER,1.25,44,55.0,1153.0,1441.25,1386.25,3.8161318300086733
466,CLASSIC CHROME BICYCLE BELL,1.45,12,17.4,1221.0,1770.4499999999998,1753.0499999999997,0.9828009828009828
467,CLASSIC DIAMANTE NECKLACE JET,7.5,1,7.5,2.0,15.0,7.5,50.0
468,CLASSIC FRENCH STYLE BASKET GREEN,3.95,1,3.95,286.0,1129.7,1125.75,0.34965034965034963
469,CLASSIC FRENCH STYLE BASKET NATURAL,3.95,3,11.850000000000001,454.0,1793.3000000000002,1781.4500000000003,0.6607929515418502
470,CLASSIC GLASS COOKIE JAR,3.75,17,63.75,372.0,1395.0,1331.25,4.56989247311828
471,CLASSIC GLASS COOKIE JAR,4.15,62,257.3,780.0,3237.0,2979.7,7.948717948717948
472,CLASSIC METAL BIRDCAGE PLANT HOLDER,9.95,21,208.95,545.0,5422.75,5213.8,3.853211009174312
473,CLASSIC METAL BIRDCAGE PLANT HOLDER,12.75,2,25.5,300.0,3825.0,3799.5,0.6666666666666667
474,CLASSICAL ROSE SMALL VASE,1.25,2,2.5,96.0,120.0,117.5,2.083333333333333
475,CLASSICAL ROSE SMALL VASE,2.55,1,2.55,24.0,61.2,58.650000000000006,4.166666666666666
476,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.25,30,37.5,4451.0,5563.75,5526.25,0.6740058413839587
478,CLOTHES PEGS RETROSPOT PACK 24,1.49,14,20.86,1204.0,1793.9599999999998,1773.1,1.1627906976744187
479,CLOTHES PEGS RETROSPOT PACK 24,1.65,19,31.349999999999998,2517.0,4153.049999999999,4121.699999999999,0.7548669050456893
480,COCKLE SHELL DISH,2.1,1,2.1,147.0,308.7,306.59999999999997,0.6802721088435374
481,COCKTAIL SWORDS 50 PIECES,0.83,6,4.98,480.0,398.40000000000003,393.42,1.25
482,COFFEE MUG APPLES DESIGN,2.1,38,79.80000000000001,432.0,907.2,827.4000000000001,8.796296296296296
483,COFFEE MUG APPLES DESIGN,2.55,31,79.05,1059.0,2700.4500000000003,2621.4,2.927289896128423
484,COFFEE MUG CAT + BIRD DESIGN,2.1,4,8.4,564.0,1184.4,1176.0,0.7092198581560284
485,COFFEE MUG CAT + BIRD DESIGN,2.55,11,28.05,966.0,2463.3,2435.25,1.1387163561076603
486,COFFEE MUG DOG + BALL DESIGN,2.55,7,17.85,856.0,2182.8,2164.9500000000003,0.8177570093457943
487,COFFEE MUG PEARS  DESIGN,2.55,12,30.6,943.0,2404.65,2374.05,1.2725344644750796
488,COFFEE MUG PINK PAISLEY DESIGN,2.55,1,2.55,200.0,510.0,507.45,0.5
489,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,65,42.25,8731.0,5675.150000000001,5632.900000000001,0.7444737143511625
490,COLOUR GLASS. STAR T-LIGHT HOLDER,2.75,1153,3170.75,4218.0,11599.5,8428.75,27.335229966808917
491,COLOUR GLASS. STAR T-LIGHT HOLDER,3.25,6,19.5,400.0,1300.0,1280.5,1.5
492,COLOUR GLASS. STAR T-LIGHT HOLDER,3.29,4,13.16,696.0,2289.84,2276.6800000000003,0.5747126436781609
493,COLOUR GLASS. STAR T-LIGHT HOLDER,3.95,8,31.6,261.0,1030.95,999.35,3.065134099616858
494,COLOURED GLASS STAR T-LIGHT HOLDER,3.29,24,78.96000000000001,686.0,2256.94,2177.98,3.498542274052478
495,COLOURED GLASS STAR T-LIGHT HOLDER,3.95,28,110.6,127.0,501.65000000000003,391.05000000000007,22.04724409448819
496,COLOURING PENCILS BROWN TUBE,0.42,10,4.2,2633.0,1105.8600000000001,1101.66,0.379794910748196
497,COLOURING PENCILS BROWN TUBE,1.25,1,1.25,763.0,953.75,952.5,0.1310615989515072
498,COOK WITH WINE METAL SIGN,1.69,50,84.5,336.0,567.84,483.34000000000003,14.880952380952381
499,COOK WITH WINE METAL SIGN,1.85,1,1.85,2736.0,5061.6,5059.75,0.03654970760233918
500,COOK WITH WINE METAL SIGN,1.95,1,1.95,451.0,879.4499999999999,877.4999999999999,0.22172949002217296
501,COOK WITH WINE METAL SIGN,2.08,28,58.24,2976.0,6190.08,6131.84,0.9408602150537635
502,COOKING SET RETROSPOT,8.49,17,144.33,24.0,203.76,59.42999999999998,70.83333333333334
